# Filter Magnitude Uncertainty
2MASS_H 8.4110 0.0470
2MASS_J 8.6790 0.0320
2MASS_Ks 8.2440 0.0300
GROUND_JOHNSON_V 9.9910 0.0320
GROUND_JOHNSON_B 10.7160 0.0500
TYCHO_B_MvB 10.9480 0.0430
TYCHO_V_MvB 10.0900 0.0300
GaiaDR2v2_G 9.8273 0.0300
GaiaDR2v2_RP 9.3055 0.0300
GaiaDR2v2_BP 10.2103 0.0300
SDSS_g 10.3270 0.0300
SDSS_i 9.6990 0.0300
SDSS_r 9.7810 0.0300
WISE_RSR_W1 8.1950 0.0300
WISE_RSR_W2 8.2360 0.0300
