#Parameter	median	upper	lower	3sig_low	3sig_up
teff	5065.5146	78.3525	62.0291	5003.4855	5143.8671
logg	3.9080	1.1248	0.4308	3.4773	5.0328
[Fe/H]	0.4667	0.1468	0.3106	0.1561	0.6135
dist	38.5833	0.2516	0.2644	38.3190	38.8349
rad	0.7929	0.0306	0.0294	0.7635	0.8235
Av	0.0000	(FIXED)
grav_mass	0.1481	0.8813	0.1017	0.0464	1.0294
lum	0.3742	0.0369	0.0353	0.3389	0.4111
AD	0.1909	0.0078	0.0068	0.1841	0.1987
age	1.3497	5.8185	1.2980	0.0518	7.1682
iso_mass	0.8795	0.0437	0.0560	0.8234	0.9232
eep	334.1691	22.2446	55.6114	278.5577	356.4136
H_noise	0.0770	0.1384	0.0610	0.0160	0.2154
J_noise	0.0276	0.1289	0.0365	-0.0088	0.1565
Ks_noise	0.0350	0.1550	0.0450	-0.0099	0.1900
V_noise	0.0222	0.0814	0.0271	-0.0050	0.1036
B_noise	0.0347	0.0373	0.0314	0.0033	0.0721
BT_noise	0.0783	0.2001	0.0795	-0.0012	0.2785
VT_noise	0.0216	0.1096	0.0297	-0.0081	0.1312
G_noise	0.0064	0.0075	0.0062	0.0002	0.0139
RP_noise	0.0170	0.0170	0.0151	0.0019	0.0341
BP_noise	0.0049	0.0215	0.0057	-0.0008	0.0264
SDSS_g_noise	0.6625	0.3731	0.2766	0.3859	1.0355
