#Parameter	median	upper	lower	3sig_low	3sig_up
teff	5067.4952	39.9970	36.2237	5031.2715	5107.4922
logg	4.1594	0.4805	0.3453	3.8141	4.6398
[Fe/H]	0.4223	0.0954	0.1845	0.2378	0.5177
dist	38.5736	0.1535	0.1379	38.4357	38.7272
rad	0.7944	0.0168	0.0162	0.7782	0.8112
Av	0.0000	(FIXED)
grav_mass	0.2462	0.5077	0.1291	0.1172	0.7540
lum	0.3745	0.0205	0.0186	0.3559	0.3950
AD	0.1914	0.0043	0.0038	0.1876	0.1957
age	1.3497	5.8185	1.2980	0.0518	13.389453268368184
iso_mas	0.8795	0.0437	0.0560	0.7382	0.9677312067406045
eep	334.1691	22.2446	55.6114	196.9942	381.1298297382592
H_noise	0.1034	0.0740	0.0463	0.0572	0.1775
J_noise	0.0559	0.0787	0.0354	0.0205	0.1346
Ks_noise	0.0708	0.0893	0.0439	0.0269	0.1601
V_noise	0.0424	0.0457	0.0266	0.0157	0.0881
B_noise	0.0351	0.0225	0.0161	0.0190	0.0576
BT_noise	0.1107	0.1217	0.0575	0.0531	0.2323
VT_noise	0.0474	0.0647	0.0314	0.0160	0.1121
G_noise	0.0065	0.0043	0.0033	0.0033	0.0109
RP_noise	0.0171	0.0103	0.0073	0.0098	0.0274
BP_noise	0.0101	0.0113	0.0059	0.0042	0.0214
SDSS_g_noise	0.7040	0.2060	0.1669	0.5370	0.9100
