# Filter Magnitude Uncertainty
2MASS_H 7.0290 0.0300
2MASS_J 7.4280 0.0300
2MASS_Ks 6.8830 0.0300
GROUND_JOHNSON_V 8.9680 0.0300
GROUND_JOHNSON_B 10.0150 0.0300
TYCHO_B_MvB 10.0960 0.0300
TYCHO_V_MvB 9.0840 0.0300
GaiaDR2v2_G 8.7312 0.0300
GaiaDR2v2_RP 8.1384 0.0300
GaiaDR2v2_BP 9.2113 0.0300
SDSS_g 10.2000 0.0500
