#Parameter	median	upper	lower	3sig_low	3sig_up
teff	4276.9261	103.9305	108.8022	4168.1239	4380.8565
logg	5.1137	0.3135	0.3135	4.8002	5.4272
[Fe/H]	-0.4759	0.6320	0.4170	-0.8929	0.1561
dist	92.8002	2.0302	1.6809	91.1193	94.8304
rad	0.6313	0.0279	0.0184	0.6129	0.6591
Av	0.0677	0.0236	0.1033	-0.0356	0.0913
grav_mass	1.8786	1.4473	1.2338	0.6449	3.3259
lum	0.1198	0.0170	0.0139	0.1059	0.1369
AD	0.0634	0.0031	0.0023	0.0611	0.0665
age	1.4590	9.8195	1.3063	0.1527	11.2784
iso_mass	0.6518	0.0264	0.0320	0.6198	0.6782
eep	329.7696	11.9556	50.0995	279.6701	341.7251
H_noise	0.0611	0.2968	0.0705	-0.0094	0.3580
J_noise	0.0302	0.1881	0.0457	-0.0155	0.2183
Ks_noise	0.0920	0.1588	0.0750	0.0170	0.2508
V_noise	0.1988	0.0753	0.1894	0.0094	0.2741
B_noise	0.0499	0.5006	0.0910	-0.0411	0.5505
G_noise	0.0006	0.0008	0.0003	0.0003	0.0014
RP_noise	0.0046	0.0014	0.0045	0.0001	0.0060
BP_noise	0.0095	0.0028	0.0099	-0.0004	0.0123
W1_noise	0.0615	0.1821	0.0643	-0.0027	0.2436
W2_noise	0.0298	0.0847	0.0317	-0.0019	0.1145
