# Filter Magnitude Uncertainty
2MASS_H 9.7430 0.0300
2MASS_J 10.3660 0.0300
2MASS_Ks 9.6000 0.0300
GROUND_JOHNSON_V 12.6610 0.0300
GROUND_JOHNSON_B 13.9230 0.0490
GaiaDR2v2_G 12.1912 0.0300
GaiaDR2v2_RP 11.3741 0.0300
GaiaDR2v2_BP 12.9311 0.0300
WISE_RSR_W1 9.5200 0.0300
WISE_RSR_W2 9.5610 0.0300
