#Parameter	median	upper	lower	3sig_low	3sig_up
teff	4826.5637	85.4369	101.1293	4725.4344	4912.0006
logg	4.1858	1.0746	0.6431	3.5427	5.2604
[Fe/H]	0.1247	0.3546	0.9477	-0.8229	0.4793
dist	115.7822	3.4752	3.2270	112.5552	119.2574
rad	0.7227	0.0399	0.0378	0.6849	0.7626
Av	0.0063	0.0741	0.0803	-0.0740	0.0805
grav_mass	0.2055	0.9870	0.1702	0.0354	1.1926
lum	0.2492	0.0386	0.0286	0.2206	0.2878
AD	0.0577	0.0038	0.0033	0.0545	0.0615
age	0.9371	8.4112	0.8996	0.0375	9.3483
iso_mass	0.7644	0.0417	0.0507	0.7137	0.8061
eep	338.7811	14.5246	59.2157	279.5654	353.3058
H_noise	0.0627	0.2055	0.0694	-0.0067	0.2682
J_noise	0.0375	0.1940	0.0478	-0.0103	0.2315
Ks_noise	0.0422	0.1727	0.0487	-0.0065	0.2149
V_noise	0.0611	0.2938	0.0771	-0.0161	0.3549
B_noise	0.0958	0.1026	0.0609	0.0349	0.1984
BT_noise	0.5308	3.0189	0.7332	-0.2024	3.5497
VT_noise	0.3011	1.5549	0.3819	-0.0808	1.8561
G_noise	0.0025	0.0037	0.0022	0.0003	0.0062
RP_noise	0.0040	0.0093	0.0042	-0.0001	0.0134
BP_noise	0.0083	0.0123	0.0071	0.0013	0.0207
SDSS_g_noise	0.0892	0.2000	0.0772	0.0120	0.2892
SDSS_i_noise	0.2773	1.4721	0.3874	-0.1101	1.7494
SDSS_r_noise	0.0665	0.4010	0.0944	-0.0278	0.4675
