#Parameter	median	upper	lower	3sig_low	3sig_up
teff	4816.2416	48.4195	47.4511	4768.7904	4864.6611
logg	4.3325	0.4667	0.3872	3.9453	4.7992
[Fe/H]	-0.1042	0.3049	0.3419	-0.4462	0.2007
dist	115.9129	1.8516	1.7113	114.2016	117.7645
rad	0.7230	0.0206	0.0191	0.7039	0.7436
Av	0.0084	0.0354	0.0366	-0.0281	0.0439
grav_mass	0.2894	0.6092	0.1670	0.1223	0.8986
lum	0.2537	0.0179	0.0167	0.2370	0.2716
AD	0.0580	0.0018	0.0018	0.0562	0.0599
age	0.9371	8.4112	0.8996	0.0375	13.441421350270133
iso_mas	0.7644	0.0417	0.0507	0.6783	0.8860519577343067
eep	338.7811	14.5246	59.2157	190.7418	357.2162299827557
H_noise	0.1166	0.0990	0.0660	0.0506	0.2156
J_noise	0.0962	0.0897	0.0571	0.0391	0.1859
Ks_noise	0.0930	0.0769	0.0549	0.0381	0.1699
V_noise	0.1453	0.1454	0.0861	0.0592	0.2907
B_noise	0.1131	0.0534	0.0380	0.0751	0.1665
BT_noise	1.4412	1.4308	0.9311	0.5100	2.8719
VT_noise	0.7372	0.7754	0.4652	0.2719	1.5125
G_noise	0.0032	0.0017	0.0014	0.0019	0.0049
RP_noise	0.0060	0.0041	0.0032	0.0028	0.0101
BP_noise	0.0107	0.0054	0.0047	0.0060	0.0162
SDSS_g_noise	0.1301	0.0997	0.0584	0.0717	0.2298
SDSS_i_noise	0.6500	0.8000	0.4000	0.2500	1.4500
SDSS_r_noise	0.1949	0.1884	0.1370	0.0578	0.3833
