# Filter Magnitude Uncertainty
2MASS_H 9.6700 0.0300
2MASS_J 10.1730 0.0300
2MASS_Ks 9.5640 0.0300
GROUND_JOHNSON_V 11.8800 0.0340
GROUND_JOHNSON_B 12.8230 0.0300
TYCHO_B_MvB 13.3760 0.3960
TYCHO_V_MvB 12.1760 0.2190
GaiaDR2v2_G 11.6296 0.0300
GaiaDR2v2_RP 10.9770 0.0300
GaiaDR2v2_BP 12.1511 0.0300
SDSS_g 12.3550 0.0300
SDSS_i 11.3270 0.2010
SDSS_r 11.5700 0.0440
