#Parameter	median	upper	lower	3sig_low	3sig_up
teff	5740.0233	56.2774	59.4040	5680.6193	5796.3008
logg	4.2842	0.3923	0.4177	3.8664	4.6764
[Fe/H]	-0.1617	0.2727	0.2900	-0.4517	0.1110
dist	166.4693	2.4856	2.3350	164.1343	168.9549
rad	0.9512	0.0211	0.0208	0.9304	0.9723
Av	0.0330	0.0315	0.0382	-0.0052	0.0645
grav_mass	0.4259	0.7702	0.2338	0.1921	1.1961
lum	0.8846	0.0518	0.0527	0.8319	0.9365
AD	0.0532	0.0013	0.0015	0.0518	0.0546
age	8.7620	4.4552	4.2302	0.0315	13.487217825792632
iso_mas	0.8665	0.0919	0.0696	0.7646	1.1360669140735902
eep	393.5452	14.3433	43.7471	200.6277	414.3429746717466
H_noise	0.1389	0.0867	0.0690	0.0699	0.2255
J_noise	0.0598	0.0833	0.0372	0.0227	0.1432
Ks_noise	0.0617	0.0719	0.0390	0.0227	0.1336
V_noise	0.1501	0.1254	0.0817	0.0684	0.2755
B_noise	0.0809	0.0852	0.0444	0.0365	0.1662
BT_noise	0.2825	0.3258	0.1734	0.1091	0.6083
VT_noise	0.2450	0.2626	0.1512	0.0937	0.5076
G_noise	0.0044	0.0030	0.0023	0.0021	0.0074
RP_noise	0.0066	0.0042	0.0033	0.0033	0.0108
BP_noise	0.0178	0.0066	0.0056	0.0121	0.0243
SDSS_g_noise	0.0978	0.0806	0.0479	0.0499	0.1785
SDSS_i_noise	0.1798	0.2934	0.1150	0.0648	0.4732
SDSS_r_noise	0.1182	0.1083	0.0715	0.0467	0.2265
W1_noise	0.0963	0.0913	0.0559	0.0403	0.1876
W2_noise	0.0664	0.0824	0.0405	0.0259	0.1488
