#Parameter	median	upper	lower	3sig_low	3sig_up
teff	5755.6165	92.5604	131.4358	5624.1808	5848.1770
logg	3.9152	1.1886	0.4438	3.4714	5.1038
[Fe/H]	-0.1706	0.5813	0.5689	-0.7396	0.4106
dist	165.8918	5.3495	3.8516	162.0402	171.2413
rad	0.9458	0.0451	0.0324	0.9134	0.9909
Av	0.0363	0.0622	0.0730	-0.0367	0.0985
grav_mass	0.2598	1.4016	0.2002	0.0595	1.6614
lum	0.8803	0.1022	0.0954	0.7849	0.9824
AD	0.0530	0.0028	0.0025	0.0505	0.0558
age	8.7620	4.4552	4.2302	4.5317	13.2172
iso_mass	0.8665	0.0919	0.0696	0.7969	0.9584
eep	393.5452	14.3433	43.7471	349.7981	407.8885
H_noise	0.0885	0.1958	0.0763	0.0122	0.2842
J_noise	0.0255	0.1323	0.0391	-0.0136	0.1577
Ks_noise	0.0266	0.1320	0.0360	-0.0094	0.1586
V_noise	0.0838	0.2519	0.0808	0.0030	0.3357
B_noise	0.0438	0.1572	0.0462	-0.0024	0.2010
BT_noise	0.1176	0.6282	0.1496	-0.0320	0.7457
VT_noise	0.1162	0.4878	0.1369	-0.0207	0.6040
G_noise	0.0025	0.0073	0.0024	0.0001	0.0098
RP_noise	0.0059	0.0079	0.0058	0.0000	0.0138
BP_noise	0.0185	0.0113	0.0113	0.0072	0.0298
SDSS_g_noise	0.0634	0.1542	0.0607	0.0027	0.2176
SDSS_i_noise	0.0851	0.4556	0.1291	-0.0440	0.5407
SDSS_r_noise	0.0560	0.2140	0.0631	-0.0071	0.2700
W1_noise	0.0443	0.1872	0.0524	-0.0081	0.2315
W2_noise	0.0374	0.1322	0.0465	-0.0091	0.1696
