# Filter Magnitude Uncertainty
2MASS_H 9.6480 0.0300
2MASS_J 9.9200 0.0300
2MASS_Ks 9.5340 0.0300
GROUND_JOHNSON_V 11.0470 0.0320
GROUND_JOHNSON_B 11.7550 0.0300
TYCHO_B_MvB 11.8330 0.0830
TYCHO_V_MvB 11.1010 0.0720
GaiaDR2v2_G 10.9497 0.0300
GaiaDR2v2_RP 10.4558 0.0300
GaiaDR2v2_BP 11.3123 0.0300
SDSS_g 11.3680 0.0300
SDSS_i 10.7810 0.0620
SDSS_r 10.8910 0.0300
WISE_RSR_W1 9.4810 0.0300
WISE_RSR_W2 9.5280 0.0300
