#Parameter	median	upper	lower	3sig_low	3sig_up
teff	5243.3056	44.8227	38.9027	5204.4028	5288.1282
logg	4.3195	0.3672	0.3577	3.9619	4.6868
[Fe/H]	0.0686	0.2328	0.2619	-0.1933	0.3014
dist	120.3477	0.9908	1.0734	119.2743	121.3385
rad	0.9359	0.0173	0.0158	0.9200	0.9532
Av	0.0196	0.0249	0.0286	-0.0090	0.0446
grav_mass	0.4939	0.7657	0.2690	0.2249	1.2597
lum	0.5997	0.0271	0.0302	0.5695	0.6268
AD	0.0723	0.0016	0.0013	0.0710	0.0738
age	8.4638	2.6440	7.8423	0.0389	13.393186394403514
iso_mas	0.9195	0.0957	0.0381	0.8355	1.0672871071295873
eep	372.8038	19.0948	53.1926	193.4494	397.35422516421096
H_noise	0.1484	0.0890	0.0667	0.0817	0.2374
J_noise	0.0607	0.0692	0.0387	0.0220	0.1299
Ks_noise	0.0789	0.0830	0.0454	0.0335	0.1619
V_noise	0.1253	0.1442	0.0798	0.0455	0.2695
B_noise	0.1777	0.1760	0.0946	0.0832	0.3538
BT_noise	0.3566	0.4580	0.2472	0.1094	0.8146
VT_noise	0.1768	0.2147	0.1107	0.0661	0.3915
G_noise	0.0024	0.0017	0.0012	0.0012	0.0041
RP_noise	0.0063	0.0045	0.0032	0.0031	0.0108
BP_noise	0.0122	0.0044	0.0042	0.0080	0.0165
SDSS_g_noise	0.4809	0.5399	0.3096	0.1713	1.0208
SDSS_i_noise	0.0480	0.0619	0.0280	0.0201	0.1099
SDSS_r_noise	0.0965	0.1212	0.0606	0.0359	0.2177
W1_noise	0.0873	0.0898	0.0533	0.0340	0.1771
W2_noise	0.0947	0.0862	0.0570	0.0376	0.1809
