# Filter Magnitude Uncertainty
2MASS_H 9.0920 0.0300
2MASS_J 9.4640 0.0300
2MASS_Ks 8.9410 0.0300
GROUND_JOHNSON_V 10.9010 0.0370
GROUND_JOHNSON_B 11.7490 0.0420
TYCHO_B_MvB 11.9660 0.1070
TYCHO_V_MvB 10.9350 0.0650
GaiaDR2v2_G 10.6951 0.0300
GaiaDR2v2_RP 10.1208 0.0300
GaiaDR2v2_BP 11.1426 0.0300
SDSS_g 11.3610 0.1450
SDSS_i 10.4640 0.0300
SDSS_r 10.6360 0.0340
WISE_RSR_W1 8.9330 0.0300
WISE_RSR_W2 8.9980 0.0300
