#Parameter	median	upper	lower	3sig_low	3sig_up
teff	5234.6855	100.4437	70.9014	5163.7840	5335.1292
logg	4.1677	0.8968	0.6551	3.5127	5.0646
[Fe/H]	0.1705	0.3594	0.5787	-0.4081	0.5299
dist	120.3813	1.8715	2.0556	118.3257	122.2529
rad	0.9396	0.0289	0.0351	0.9045	0.9685
Av	0.0125	0.0556	0.0458	-0.0333	0.0681
grav_mass	0.2971	1.4884	0.2326	0.0646	1.7856
lum	0.5970	0.0594	0.0569	0.5401	0.6565
AD	0.0726	0.0025	0.0030	0.0696	0.0752
age	8.4638	2.6440	7.8423	0.6215	11.1077
iso_mass	0.9195	0.0957	0.0381	0.8814	1.0152
eep	372.8038	19.0948	53.1926	319.6112	391.8986
H_noise	0.1165	0.1878	0.1020	0.0145	0.3043
J_noise	0.0283	0.1252	0.0354	-0.0071	0.1535
Ks_noise	0.0359	0.1642	0.0441	-0.0082	0.2001
V_noise	0.0489	0.2716	0.0690	-0.0201	0.3205
B_noise	0.1034	0.3376	0.1110	-0.0076	0.4411
BT_noise	0.1316	0.8361	0.1919	-0.0603	0.9676
VT_noise	0.0810	0.3825	0.1110	-0.0301	0.4634
G_noise	0.0019	0.0033	0.0019	0.0000	0.0052
RP_noise	0.0037	0.0106	0.0035	0.0002	0.0143
BP_noise	0.0119	0.0082	0.0082	0.0037	0.0201
SDSS_g_noise	0.1917	1.0422	0.2606	-0.0689	1.2339
SDSS_i_noise	0.0250	0.1047	0.0297	-0.0047	0.1297
SDSS_r_noise	0.0470	0.2034	0.0606	-0.0136	0.2504
W1_noise	0.0340	0.1823	0.0429	-0.0089	0.2163
W2_noise	0.0336	0.1948	0.0428	-0.0092	0.2284
