#Parameter	median	upper	lower	3sig_low	3sig_up
teff	5345.5923	117.1137	109.0922	5236.5000	5462.7060
logg	4.3038	0.8610	0.8036	3.5002	5.1648
[Fe/H]	0.1418	0.3734	0.5926	-0.4508	0.5152
dist	164.9565	5.5983	7.5577	157.3988	170.5548
rad	0.9266	0.0360	0.0544	0.8722	0.9626
Av	0.0237	0.0815	0.0738	-0.0501	0.1052
grav_mass	0.2857	1.4095	0.2255	0.0601	1.6951
lum	0.6251	0.0774	0.0815	0.5436	0.7025
AD	0.0522	0.0032	0.0033	0.0488	0.0553
age	0.8463	11.0514	0.8086	0.0376	11.8976
iso_mass	0.9794	0.0537	0.1368	0.8426	1.0331
eep	376.0015	18.8061	86.3687	289.6328	394.8076
H_noise	0.0650	0.1953	0.0686	-0.0036	0.2604
J_noise	0.0298	0.1514	0.0415	-0.0117	0.1813
Ks_noise	0.0367	0.1487	0.0425	-0.0058	0.1855
V_noise	0.0756	0.1042	0.0615	0.0141	0.1798
B_noise	0.0637	0.1231	0.0580	0.0057	0.1869
BT_noise	0.2963	1.1256	0.3277	-0.0314	1.4218
VT_noise	0.2994	0.5070	0.2126	0.0868	0.8064
G_noise	0.0049	0.0079	0.0043	0.0006	0.0127
RP_noise	0.0053	0.0068	0.0047	0.0006	0.0121
BP_noise	0.0153	0.0089	0.0110	0.0043	0.0242
SDSS_g_noise	0.0852	0.1332	0.0630	0.0222	0.2184
SDSS_i_noise	0.0638	0.1626	0.0584	0.0054	0.2264
SDSS_r_noise	0.0574	0.0832	0.0376	0.0198	0.1406
W1_noise	0.0382	0.1930	0.0509	-0.0127	0.2312
W2_noise	0.0472	0.1470	0.0546	-0.0074	0.1941
