# Filter Magnitude Uncertainty
2MASS_H 9.7620 0.0300
2MASS_J 10.1410 0.0300
2MASS_Ks 9.6460 0.0300
GROUND_JOHNSON_V 11.4770 0.0300
GROUND_JOHNSON_B 12.3180 0.0300
TYCHO_B_MvB 12.2850 0.1340
TYCHO_V_MvB 11.2940 0.0740
GaiaDR2v2_G 11.3208 0.0300
GaiaDR2v2_RP 10.7641 0.0300
GaiaDR2v2_BP 11.7575 0.0300
SDSS_g 11.8500 0.0300
SDSS_i 11.0800 0.0300
SDSS_r 11.2390 0.0300
WISE_RSR_W1 9.6130 0.0300
WISE_RSR_W2 9.6860 0.0300
