#Parameter	median	upper	lower	3sig_low	3sig_up
teff	4239.5070	81.5666	173.5144	4065.9926	4321.0736
logg	4.9170	0.5561	0.4114	4.5056	5.4731
[Fe/H]	0.0546	0.4902	0.9482	-0.8935	0.5448
dist	41.1723	0.4931	0.5372	40.6350	41.6654
rad	0.6463	0.0514	0.0310	0.6153	0.6977
Av	0.0000	(FIXED)
grav_mass	1.0738	2.2766	0.9106	0.1631	3.3503
lum	0.1188	0.0224	0.0186	0.1002	0.1412
AD	0.1467	0.0111	0.0078	0.1389	0.1578
age	1.5393	9.1188	1.4824	0.0569	10.6581
iso_mass	0.6661	0.0232	0.0338	0.6323	0.6893
eep	327.4812	14.7907	49.9824	277.4988	342.2719
H_noise	0.1456	0.4076	0.1537	-0.0081	0.5531
J_noise	0.0395	0.2127	0.0563	-0.0168	0.2522
Ks_noise	0.0357	0.1527	0.0440	-0.0084	0.1883
V_noise	0.0382	0.1392	0.0431	-0.0049	0.1774
B_noise	0.0779	0.2934	0.0906	-0.0127	0.3713
BT_noise	0.3263	1.3038	0.3932	-0.0669	1.6302
VT_noise	0.2007	0.4896	0.1890	0.0117	0.6903
G_noise	0.0038	0.0060	0.0034	0.0004	0.0098
RP_noise	0.0061	0.0115	0.0062	-0.0001	0.0175
BP_noise	0.0158	0.0207	0.0145	0.0013	0.0364
W1_noise	0.0501	0.2309	0.0630	-0.0129	0.2810
W2_noise	0.0852	0.1921	0.0762	0.0090	0.2773
