#Parameter	median	upper	lower	3sig_low	3sig_up
teff	4205.8132	49.3327	57.8117	4148.0014	4255.1458
logg	5.0085	0.1993	0.2827	4.7258	5.2078
[Fe/H]	-0.1272	0.3317	0.3886	-0.5157	0.2045
dist	41.1763	0.2749	0.3175	40.8588	41.4512
rad	0.6555	0.0186	0.0196	0.6359	0.6740
Av	0.0000	(FIXED)
grav_mass	1.4309	0.9170	0.7642	0.6667	2.3479
lum	0.1200	0.0097	0.0086	0.1114	0.1297
AD	0.1477	0.0047	0.0041	0.1436	0.1524
age	1.5393	9.1188	1.4824	0.0569	13.44315875334759
iso_mas	0.6661	0.0232	0.0338	0.5948	0.7527226093563955
eep	327.4812	14.7907	49.9824	190.7947	342.78188943203565
H_noise	0.2323	0.2394	0.1388	0.0935	0.4717
J_noise	0.0898	0.1305	0.0624	0.0274	0.2203
Ks_noise	0.0694	0.0929	0.0448	0.0246	0.1623
V_noise	0.0673	0.0823	0.0418	0.0255	0.1496
B_noise	0.1449	0.1684	0.0900	0.0549	0.3133
BT_noise	0.5821	0.7748	0.3740	0.2081	1.3569
VT_noise	0.2997	0.3003	0.1612	0.1385	0.6000
G_noise	0.0046	0.0034	0.0023	0.0023	0.0080
RP_noise	0.0076	0.0065	0.0043	0.0033	0.0140
BP_noise	0.0184	0.0107	0.0091	0.0093	0.0291
W1_noise	0.0986	0.1441	0.0655	0.0331	0.2427
W2_noise	0.1257	0.1051	0.0636	0.0621	0.2308
