# Filter Magnitude Uncertainty
2MASS_H 8.0270 0.0510
2MASS_J 8.5920 0.0300
2MASS_Ks 7.8000 0.0300
GROUND_JOHNSON_V 10.8980 0.0300
GROUND_JOHNSON_B 12.1250 0.0370
TYCHO_B_MvB 12.2000 0.1740
TYCHO_V_MvB 10.9010 0.0710
GaiaDR2v2_G 10.4143 0.0300
GaiaDR2v2_RP 9.5991 0.0300
GaiaDR2v2_BP 11.1706 0.0300
SDSS_g 11.5270 0.0370
SDSS_i 10.0220 0.0300
SDSS_r 10.3900 0.0740
WISE_RSR_W1 7.7260 0.0300
WISE_RSR_W2 7.7840 0.0300
