#Parameter	median	upper	lower	3sig_low	3sig_up
teff	4151.0553	39.3759	93.4033	4057.6519	4190.4312
logg	4.7652	0.2763	0.2869	4.4783	5.0416
[Fe/H]	0.1187	0.1764	0.7198	-0.6011	0.2951
dist	59.7827	1.1734	1.4364	58.3463	60.9561
rad	0.6921	0.0336	0.0217	0.6704	0.7257
Av	0.0141	0.0319	0.0421	-0.0280	0.0460
grav_mass	0.9154	0.7868	0.4831	0.4324	1.7022
lum	0.1265	0.0138	0.0119	0.1146	0.1403
AD	0.1087	0.0050	0.0047	0.1040	0.1137
age	3.6843	7.2853	3.5078	0.0416	13.443066023456032
iso_mas	0.7066	0.0327	0.0277	0.6265	0.7624944810087302
eep	330.2886	13.5073	49.1665	185.4907	346.497297079263
H_noise	0.0919	0.1574	0.0612	0.0307	0.2492
J_noise	0.0807	0.1467	0.0541	0.0266	0.2274
Ks_noise	0.0862	0.1051	0.0542	0.0320	0.1913
V_noise	0.0947	0.1221	0.0620	0.0327	0.2168
B_noise	0.1237	0.2381	0.0952	0.0284	0.3617
BT_noise	3.2273	2.6665	1.5736	1.6537	5.8938
VT_noise	0.5721	0.5774	0.3024	0.2697	1.1495
G_noise	0.0058	0.0047	0.0034	0.0024	0.0105
RP_noise	0.0065	0.0059	0.0040	0.0025	0.0124
BP_noise	0.0186	0.0137	0.0086	0.0100	0.0323
PS1_g_noise	0.0082	0.0069	0.0048	0.0033	0.0151
PS1_i_noise	0.2951	0.2067	0.1306	0.1645	0.5018
PS1_r_noise	0.1051	0.1829	0.0788	0.0264	0.2880
PS1_y_noise	0.3608	0.4942	0.2013	0.1594	0.8549
PS1_z_noise	0.3322	0.2982	0.1424	0.1898	0.6304
SDSS_g_noise	0.1210	0.1963	0.0863	0.0347	0.3173
SDSS_i_noise	0.1412	0.1266	0.0769	0.0643	0.2678
SDSS_r_noise	0.1160	0.1464	0.0775	0.0385	0.2624
W1_noise	0.0932	0.1359	0.0660	0.0273	0.2291
W2_noise	0.1151	0.1065	0.0604	0.0547	0.2216
