#Parameter	median	upper	lower	3sig_low	3sig_up
teff	4212.2892	56.4644	254.0898	3958.1994	4268.7536
logg	4.6997	0.5908	0.3961	4.3036	5.2906
[Fe/H]	0.3684	0.1931	1.3194	-0.9510	0.5615
dist	59.6787	1.9146	2.0057	57.6729	61.5932
rad	0.6799	0.0757	0.0358	0.6441	0.7556
Av	0.0128	0.0514	0.0581	-0.0453	0.0642
grav_mass	0.6669	1.4073	0.5311	0.1359	2.0742
lum	0.1260	0.0295	0.0269	0.0991	0.1555
AD	0.1076	0.0108	0.0079	0.0997	0.1184
age	3.6843	7.2853	3.5078	0.1766	10.9696
iso_mass	0.7066	0.0327	0.0277	0.6788	0.7393
eep	330.2886	13.5073	49.1665	281.1221	343.7958
H_noise	0.0506	0.2304	0.0566	-0.0059	0.2810
J_noise	0.0463	0.2096	0.0531	-0.0069	0.2559
Ks_noise	0.0612	0.1611	0.0633	-0.0021	0.2223
V_noise	0.0541	0.1904	0.0548	-0.0007	0.2445
B_noise	0.0587	0.3384	0.0803	-0.0216	0.3971
BT_noise	2.5650	4.1467	1.8095	0.7555	6.7117
VT_noise	0.4389	0.8936	0.3475	0.0914	1.3325
G_noise	0.0048	0.0075	0.0045	0.0003	0.0123
RP_noise	0.0054	0.0092	0.0053	0.0002	0.0146
BP_noise	0.0183	0.0186	0.0132	0.0051	0.0369
PS1_g_noise	0.0071	0.0105	0.0067	0.0004	0.0176
PS1_i_noise	0.2636	0.3128	0.1803	0.0833	0.5764
PS1_r_noise	0.0474	0.2753	0.0658	-0.0184	0.3227
PS1_y_noise	0.2639	0.7113	0.2338	0.0301	0.9752
PS1_z_noise	0.2728	0.4394	0.1719	0.1009	0.7122
SDSS_g_noise	0.0609	0.2993	0.0783	-0.0174	0.3602
SDSS_i_noise	0.0997	0.2053	0.0720	0.0277	0.3050
SDSS_r_noise	0.0690	0.2319	0.0773	-0.0083	0.3009
W1_noise	0.0448	0.2219	0.0535	-0.0086	0.2668
W2_noise	0.1258	0.1430	0.1240	0.0018	0.2688
