# Filter Magnitude Uncertainty
2MASS_H 4.8310 0.0300
2MASS_J 5.4360 0.0300
GROUND_JOHNSON_U 11.0810 0.0300
GROUND_JOHNSON_V 8.7560 0.0300
GROUND_JOHNSON_B 10.2440 0.0570
TYCHO_B_MvB 10.6650 0.0450
TYCHO_V_MvB 8.9270 0.0300
GaiaDR2v2_G 7.8404 0.0300
GaiaDR2v2_RP 6.8120 0.0300
GaiaDR2v2_BP 8.9360 0.0300
WISE_RSR_W1 4.4490 0.2770
WISE_RSR_W2 4.0080 0.1660
