# Filter Magnitude Uncertainty
2MASS_H 7.6460 0.0380
2MASS_J 7.9120 0.0300
2MASS_Ks 7.5860 0.0310
GROUND_JOHNSON_V 9.0100 0.0610
GROUND_JOHNSON_B 9.6420 0.0500
TYCHO_B_MvB 9.8260 0.0300
TYCHO_V_MvB 9.0900 0.0300
GaiaDR2v2_G 8.8834 0.0300
GaiaDR2v2_RP 8.4230 0.0300
GaiaDR2v2_BP 9.2207 0.0300
SDSS_g 9.2440 0.0300
SDSS_i 8.8210 0.1020
SDSS_r 8.8870 0.0300
WISE_RSR_W1 7.4560 0.0390
WISE_RSR_W2 7.5530 0.0300
