# Filter Magnitude Uncertainty
2MASS_H 9.6220 0.0300
2MASS_J 9.9670 0.0300
2MASS_Ks 9.5410 0.0300
GROUND_JOHNSON_V 11.1990 0.0300
GROUND_JOHNSON_B 11.9250 0.0300
TYCHO_B_MvB 11.9910 0.1170
TYCHO_V_MvB 11.2690 0.0930
GaiaDR2v2_G 11.0556 0.0300
GaiaDR2v2_RP 10.5389 0.0300
GaiaDR2v2_BP 11.4362 0.0300
SDSS_g 11.5450 0.0300
SDSS_i 10.8470 0.0300
SDSS_r 11.0020 0.0300
WISE_RSR_W1 9.5020 0.0300
WISE_RSR_W2 9.5420 0.0300
