#Parameter	median	upper	lower	3sig_low	3sig_up
teff	5625.3672	56.5408	58.7154	5566.6517	5681.9080
logg	4.3202	0.4371	0.3548	3.9653	4.7573
[Fe/H]	-0.4436	0.2578	0.2374	-0.6810	-0.1858
dist	142.3374	2.6375	2.9305	139.4069	144.9749
rad	0.9863	0.0228	0.0220	0.9643	1.0092
Av	0.0377	0.0336	0.0371	0.0006	0.0713
grav_mass	0.5803	0.9741	0.3297	0.2505	1.5544
lum	0.8791	0.0523	0.0551	0.8240	0.9314
AD	0.0645	0.0020	0.0018	0.0626	0.0665
age	7.1846	4.5885	6.6129	0.0319	13.43759068175168
iso_mas	0.9302	0.1357	0.0904	0.7857	1.1600344921610888
eep	348.8420	61.9951	28.3833	195.7217	419.0532290494065
H_noise	0.0810	0.0958	0.0454	0.0355	0.1768
J_noise	0.0871	0.0923	0.0556	0.0314	0.1793
Ks_noise	0.0753	0.0762	0.0455	0.0298	0.1515
V_noise	0.1213	0.1378	0.0804	0.0409	0.2591
B_noise	0.0563	0.0438	0.0271	0.0291	0.1001
BT_noise	0.2597	0.3198	0.1625	0.0972	0.5796
VT_noise	0.3352	0.2369	0.1666	0.1687	0.5721
G_noise	0.0036	0.0020	0.0016	0.0020	0.0056
RP_noise	0.0067	0.0040	0.0032	0.0035	0.0107
BP_noise	0.0172	0.0062	0.0059	0.0114	0.0234
SDSS_g_noise	0.0520	0.0503	0.0299	0.0221	0.1024
SDSS_i_noise	0.1332	0.1619	0.0851	0.0481	0.2952
SDSS_r_noise	0.1356	0.1608	0.0936	0.0420	0.2965
W1_noise	0.1071	0.0968	0.0665	0.0406	0.2039
W2_noise	0.0819	0.0815	0.0489	0.0330	0.1634
