# Filter Magnitude Uncertainty
2MASS_H 9.2150 0.0300
2MASS_J 9.5570 0.0300
2MASS_Ks 9.1340 0.0300
GROUND_JOHNSON_V 10.8090 0.0420
GROUND_JOHNSON_B 11.4760 0.0300
TYCHO_B_MvB 11.5540 0.0890
TYCHO_V_MvB 10.6920 0.0680
GaiaDR2v2_G 10.6364 0.0300
GaiaDR2v2_RP 10.1289 0.0300
GaiaDR2v2_BP 11.0104 0.0300
SDSS_g 11.1140 0.0300
SDSS_i 10.4570 0.0450
SDSS_r 10.6390 0.0480
WISE_RSR_W1 9.0880 0.0300
WISE_RSR_W2 9.1380 0.0300
