#Parameter	median	upper	lower	3sig_low	3sig_up
teff	5774.1763	119.4671	115.2753	5658.9011	5893.6434
logg	4.3079	0.7630	0.8181	3.4898	5.0709
[Fe/H]	-0.3083	0.7051	0.6410	-0.9492	0.3968
dist	103.4759	1.5596	1.5370	101.9389	105.0355
rad	0.9311	0.0272	0.0380	0.8930	0.9582
Av	0.0296	0.0478	0.0699	-0.0403	0.0774
grav_mass	0.2445	1.4486	0.1869	0.0576	1.6931
lum	0.8531	0.1018	0.0845	0.7686	0.9549
AD	0.0833	0.0032	0.0033	0.0800	0.0865
age	0.4656	4.4679	0.4338	0.0318	4.9335
iso_mass	0.9926	0.0448	0.0769	0.9158	1.0375
eep	338.9646	24.4621	69.9889	268.9758	363.4267
H_noise	0.0810	0.2888	0.0919	-0.0109	0.3698
J_noise	0.0298	0.1665	0.0403	-0.0105	0.1963
Ks_noise	0.0328	0.1495	0.0430	-0.0103	0.1823
V_noise	0.0926	0.5162	0.1332	-0.0406	0.6088
B_noise	0.0579	0.2443	0.0703	-0.0124	0.3022
BT_noise	0.2195	0.3908	0.1771	0.0424	0.6104
VT_noise	0.0995	0.2906	0.0942	0.0053	0.3901
G_noise	0.0045	0.0056	0.0040	0.0006	0.0101
RP_noise	0.0072	0.0177	0.0072	-0.0000	0.0249
BP_noise	0.0176	0.0191	0.0153	0.0023	0.0367
SDSS_g_noise	0.0460	0.2004	0.0601	-0.0141	0.2465
SDSS_i_noise	0.1229	0.2638	0.1003	0.0226	0.3867
SDSS_r_noise	0.0517	0.0844	0.0373	0.0145	0.1361
W1_noise	0.0384	0.1752	0.0459	-0.0076	0.2135
W2_noise	0.0343	0.1535	0.0423	-0.0080	0.1878
