#Parameter	median	upper	lower	3sig_low	3sig_up
teff	5775.1605	63.6229	59.4509	5715.7095	5838.7834
logg	4.2897	0.4014	0.3662	3.9235	4.6911
[Fe/H]	-0.2651	0.3038	0.3306	-0.5957	0.0387
dist	103.5388	0.7921	0.8912	102.6476	104.3309
rad	0.9259	0.0184	0.0171	0.9088	0.9443
Av	0.0202	0.0307	0.0329	-0.0127	0.0508
grav_mass	0.4668	0.7562	0.2635	0.2033	1.2231
lum	0.8608	0.0501	0.0493	0.8116	0.9109
AD	0.0833	0.0017	0.0018	0.0815	0.0850
age	0.4656	4.4679	0.4338	0.0318	13.001678410102736
iso_mas	0.9926	0.0448	0.0769	0.7631	1.081252431820722
eep	338.9646	24.4621	69.9889	197.6279	400.1199258684798
H_noise	0.1512	0.1634	0.0873	0.0639	0.3146
J_noise	0.0735	0.0944	0.0465	0.0270	0.1679
Ks_noise	0.0717	0.0808	0.0441	0.0276	0.1526
V_noise	0.2345	0.2933	0.1488	0.0857	0.5278
B_noise	0.1182	0.1329	0.0674	0.0508	0.2510
BT_noise	0.2982	0.2027	0.1396	0.1586	0.5010
VT_noise	0.1708	0.1502	0.0868	0.0840	0.3210
G_noise	0.0051	0.0027	0.0023	0.0028	0.0078
RP_noise	0.0108	0.0088	0.0054	0.0054	0.0196
BP_noise	0.0196	0.0099	0.0087	0.0109	0.0295
SDSS_g_noise	0.0974	0.1148	0.0640	0.0334	0.2122
SDSS_i_noise	0.1852	0.1336	0.0881	0.0971	0.3188
SDSS_r_noise	0.0697	0.0403	0.0289	0.0408	0.1099
W1_noise	0.0874	0.0857	0.0530	0.0344	0.1732
W2_noise	0.0745	0.0827	0.0454	0.0290	0.1572
