# Filter Magnitude Uncertainty
2MASS_H 8.6530 0.0380
2MASS_J 8.9390 0.0300
2MASS_Ks 8.5620 0.0300
GROUND_JOHNSON_V 10.1130 0.0780
GROUND_JOHNSON_B 10.6990 0.0300
TYCHO_B_MvB 11.0310 0.0500
TYCHO_V_MvB 10.2410 0.0370
GaiaDR2v2_G 9.9287 0.0300
GaiaDR2v2_RP 9.4508 0.0300
GaiaDR2v2_BP 10.2772 0.0300
SDSS_g 10.3760 0.0310
SDSS_i 9.9050 0.0350
SDSS_r 9.9660 0.0300
WISE_RSR_W1 8.4980 0.0300
WISE_RSR_W2 8.5310 0.0300
