#Parameter	median	upper	lower	3sig_low	3sig_up
teff	5825.5920	85.4562	85.4562	5740.1358	5911.0482
logg	3.9823	0.5215	0.2164	3.7659	4.5038
[Fe/H]	0.2052	0.2540	0.2903	-0.0851	0.4592
dist	64.9285	0.8071	0.8302	64.0984	65.7356
rad	1.1533	0.0274	0.0464	1.1068	1.1807
Av	0.0510	0.0290	0.0581	-0.0071	0.0800
grav_mass	0.4145	0.6961	0.1856	0.2288	1.1106
lum	1.3623	0.1206	0.1166	1.2457	1.4829
AD	0.1643	0.0053	0.0061	0.1582	0.1696
age	4.3816	6.1793	3.6270	0.0830	13.426663527884754
iso_mas	1.0302	0.1602	0.1215	0.8392	1.237119281256816
eep	403.3573	25.0297	69.0007	234.9143	437.18121259174177
H_noise	0.1753	0.1472	0.1268	0.0485	0.3225
J_noise	0.0694	0.0592	0.0506	0.0187	0.1286
Ks_noise	0.0794	0.1002	0.0437	0.0357	0.1795
V_noise	0.0347	0.0370	0.0247	0.0100	0.0717
B_noise	0.1063	0.0696	0.0426	0.0637	0.1759
BT_noise	0.1016	0.0708	0.0405	0.0611	0.1724
VT_noise	0.0297	0.0513	0.0185	0.0112	0.0810
b_noise	0.0281	0.0467	0.0187	0.0094	0.0748
u_noise	0.7937	0.1559	0.1355	0.6583	0.9496
v_noise	0.0921	0.1384	0.0540	0.0382	0.2305
y_noise	0.0314	0.0117	0.0090	0.0224	0.0431
G_noise	0.0023	0.0014	0.0008	0.0014	0.0036
RP_noise	0.0094	0.0033	0.0032	0.0062	0.0127
BP_noise	0.0026	0.0025	0.0015	0.0011	0.0051
