#Parameter	median	upper	lower	3sig_low	3sig_up
teff	5821.7927	136.9438	127.6594	5694.1332	5958.7364
logg	3.7116	1.1991	0.2351	3.4765	4.9108
[Fe/H]	0.2108	0.3573	0.3919	-0.1811	0.5682
dist	64.8973	1.3022	1.1720	63.7254	66.1995
rad	1.1392	0.0623	0.0480	1.0912	1.2015
Av	0.0646	0.0467	0.1066	-0.0420	0.1113
grav_mass	0.2782	1.2730	0.2010	0.0772	1.5512
lum	1.3525	0.2020	0.1743	1.1782	1.5546
AD	0.1641	0.0090	0.0085	0.1556	0.1731
age	4.3816	6.1793	3.6270	0.7546	10.5609
iso_mass	1.0302	0.1602	0.1215	0.9087	1.1904
eep	403.3573	25.0297	69.0007	334.3566	428.3870
H_noise	0.0680	0.2941	0.0963	-0.0283	0.3621
J_noise	0.0221	0.1329	0.0248	-0.0027	0.1550
Ks_noise	0.0617	0.1421	0.0551	0.0065	0.2037
V_noise	0.0142	0.0692	0.0173	-0.0031	0.0833
B_noise	0.0996	0.0984	0.0635	0.0362	0.1980
BT_noise	0.0711	0.1486	0.0595	0.0116	0.2197
VT_noise	0.0201	0.0625	0.0250	-0.0050	0.0826
b_noise	0.0164	0.0897	0.0210	-0.0046	0.1061
u_noise	0.7549	0.2835	0.2126	0.5422	1.0384
v_noise	0.0497	0.2206	0.0557	-0.0061	0.2703
y_noise	0.0254	0.0247	0.0102	0.0153	0.0501
G_noise	0.0019	0.0023	0.0011	0.0008	0.0042
RP_noise	0.0095	0.0049	0.0055	0.0040	0.0144
BP_noise	0.0015	0.0051	0.0016	-0.0001	0.0066
