# Filter Magnitude Uncertainty
2MASS_H 7.1020 0.0380
2MASS_J 7.4110 0.0300
2MASS_Ks 6.9970 0.0300
GROUND_JOHNSON_V 8.5830 0.0300
GROUND_JOHNSON_B 9.1900 0.0300
TYCHO_B_MvB 9.3000 0.0300
TYCHO_V_MvB 8.6480 0.0300
STROMGREN_b 8.9830 0.0300
STROMGREN_u 10.4210 0.0313
STROMGREN_v 9.5450 0.0300
STROMGREN_y 8.5860 0.0300
GaiaDR2v2_G 8.4220 0.0300
GaiaDR2v2_RP 7.9559 0.0300
GaiaDR2v2_BP 8.7602 0.0300
