# Filter Magnitude Uncertainty
2MASS_H 6.9640 0.0510
2MASS_J 7.3040 0.0300
2MASS_Ks 6.8810 0.0300
GROUND_JOHNSON_V 8.5670 0.0300
GROUND_JOHNSON_B 9.2960 0.0300
TYCHO_B_MvB 9.4810 0.0300
TYCHO_V_MvB 8.6450 0.0300
STROMGREN_b 9.0350 0.0300
STROMGREN_u 10.7880 0.0300
STROMGREN_v 9.7440 0.0300
STROMGREN_y 8.5830 0.0300
GaiaDR2v2_G 8.3935 0.0300
GaiaDR2v2_RP 7.8840 0.0300
GaiaDR2v2_BP 8.7797 0.0300
WISE_RSR_W1 6.8050 0.0630
WISE_RSR_W2 6.8840 0.0300
