# Filter Magnitude Uncertainty
2MASS_H 8.4980 0.0440
2MASS_J 8.7660 0.0300
2MASS_Ks 8.4260 0.0300
GROUND_JOHNSON_V 9.9560 0.0360
GROUND_JOHNSON_B 10.5470 0.0480
TYCHO_B_MvB 10.6700 0.0430
TYCHO_V_MvB 9.9600 0.0340
GaiaDR2v2_G 9.7541 0.0300
GaiaDR2v2_RP 9.2910 0.0300
GaiaDR2v2_BP 10.1070 0.0300
SDSS_g 10.2680 0.1200
SDSS_i 9.6040 0.0300
SDSS_r 9.7780 0.0300
WISE_RSR_W1 8.3720 0.0300
WISE_RSR_W2 8.3990 0.0300
