#Parameter	median	upper	lower	3sig_low	3sig_up
teff	5817.5206	62.8330	62.8330	5754.6876	5880.3536
logg	4.3414	0.3569	0.3764	3.9650	4.6983
[Fe/H]	-0.1359	0.2678	0.2905	-0.4263	0.1319
dist	99.6488	1.4210	1.5925	98.0563	101.0698
rad	0.9471	0.0206	0.0219	0.9252	0.9678
Av	0.0165	0.0333	0.0333	-0.0168	0.0499
grav_mass	0.5456	0.7724	0.3113	0.2343	1.3179
lum	0.9250	0.0585	0.0565	0.8685	0.9834
AD	0.0885	0.0024	0.0024	0.0860	0.0909
age	0.6990	5.6928	0.6697	0.0293	12.544978251895321
iso_mas	1.0002	0.0526	0.1011	0.8286	1.1423840994788528
eep	340.5639	34.3885	55.0216	197.5077	402.46326400081705
H_noise	0.1667	0.1727	0.1010	0.0658	0.3395
J_noise	0.0659	0.0759	0.0391	0.0268	0.1418
Ks_noise	0.1043	0.1172	0.0636	0.0407	0.2216
V_noise	0.1191	0.1315	0.0713	0.0477	0.2506
B_noise	0.1601	0.1932	0.0980	0.0621	0.3533
BT_noise	0.1757	0.1856	0.1108	0.0649	0.3612
VT_noise	0.1142	0.1367	0.0731	0.0412	0.2510
G_noise	0.0114	0.0062	0.0052	0.0062	0.0177
RP_noise	0.0175	0.0127	0.0087	0.0088	0.0302
BP_noise	0.0282	0.0155	0.0121	0.0160	0.0437
SDSS_g_noise	0.3804	0.4706	0.2534	0.1270	0.8510
SDSS_i_noise	0.0899	0.0982	0.0526	0.0373	0.1882
SDSS_r_noise	0.0974	0.1110	0.0613	0.0361	0.2084
W1_noise	0.0817	0.0889	0.0482	0.0335	0.1706
W2_noise	0.0846	0.0787	0.0496	0.0350	0.1633
