#Parameter	median	upper	lower	3sig_low	3sig_up
teff	4658.9877	75.4760	100.6346	4558.3531	4734.4637
logg	4.8752	0.6031	0.8380	4.0372	5.4783
[Fe/H]	-0.3173	0.8616	0.6297	-0.9470	0.5443
dist	19.5481	0.2837	0.2521	19.2960	19.8317
rad	0.6858	0.0400	0.0284	0.6574	0.7258
Av	0.0000	(FIXED)
grav_mass	0.3112	2.6330	0.2755	0.0357	2.9442
lum	0.1985	0.0284	0.0228	0.1756	0.2268
AD	0.3265	0.0192	0.0144	0.3121	0.3457
age	1.1708	7.7605	1.1215	0.0494	8.9313
iso_mass	0.7285	0.0324	0.0387	0.6898	0.7609
eep	331.4226	16.5592	52.3485	279.0741	347.9818
H_noise	0.0954	0.2725	0.0976	-0.0022	0.3679
J_noise	0.0305	0.1384	0.0392	-0.0088	0.1689
Ks_noise	0.0442	0.1926	0.0566	-0.0124	0.2367
V_noise	0.0156	0.0671	0.0201	-0.0045	0.0827
B_noise	0.0572	0.1216	0.0521	0.0051	0.1788
BT_noise	0.0426	0.1826	0.0487	-0.0061	0.2253
VT_noise	0.0198	0.0854	0.0244	-0.0046	0.1053
G_noise	0.0026	0.0049	0.0025	0.0001	0.0075
RP_noise	0.0128	0.0156	0.0114	0.0014	0.0284
BP_noise	0.0111	0.0116	0.0102	0.0009	0.0226
W1_noise	0.1468	0.7897	0.2278	-0.0810	0.9365
W2_noise	0.0984	0.3227	0.1041	-0.0057	0.4210
