#Parameter	median	upper	lower	3sig_low	3sig_up
teff	4647.9721	45.2656	50.5910	4597.3811	4693.2377
logg	4.8292	0.3819	0.5171	4.3121	5.2111
[Fe/H]	-0.2150	0.3587	0.3269	-0.5419	0.1437
dist	19.5489	0.1813	0.1476	19.4012	19.7302
rad	0.6915	0.0203	0.0184	0.6731	0.7118
Av	0.0000	(FIXED)
grav_mass	0.7156	1.4877	0.5242	0.1913	2.2033
lum	0.2003	0.0149	0.0133	0.1870	0.2152
AD	0.3288	0.0099	0.0093	0.3194	0.3386
age	1.1708	7.7605	1.1215	0.0494	13.417144655708098
iso_mas	0.7285	0.0324	0.0387	0.6464	0.8186651874896764
eep	331.4226	16.5592	52.3485	192.0045	351.72101237475385
H_noise	0.1469	0.1624	0.0812	0.0657	0.3092
J_noise	0.0584	0.0878	0.0376	0.0208	0.1462
Ks_noise	0.0810	0.1169	0.0520	0.0290	0.1980
V_noise	0.0309	0.0416	0.0197	0.0113	0.0725
B_noise	0.0831	0.0665	0.0434	0.0397	0.1495
BT_noise	0.0852	0.1040	0.0545	0.0307	0.1893
VT_noise	0.0401	0.0501	0.0256	0.0145	0.0902
G_noise	0.0033	0.0027	0.0018	0.0015	0.0060
RP_noise	0.0144	0.0089	0.0078	0.0066	0.0233
BP_noise	0.0118	0.0068	0.0062	0.0056	0.0185
W1_noise	0.2893	0.5271	0.1967	0.0927	0.8164
W2_noise	0.1595	0.1996	0.0936	0.0659	0.3591
