# Filter Magnitude Uncertainty
2MASS_H 10.4520 0.0300
2MASS_J 10.7430 0.0300
2MASS_Ks 10.3460 0.0300
GROUND_JOHNSON_V 11.9530 0.0300
GROUND_JOHNSON_B 12.6740 0.0300
TYCHO_B_MvB 13.1800 0.2840
TYCHO_V_MvB 12.3780 0.1830
GaiaDR2v2_G 11.8259 0.0300
GaiaDR2v2_RP 11.3136 0.0300
GaiaDR2v2_BP 12.1960 0.0300
SDSS_g 12.2770 0.0300
SDSS_i 11.6300 0.0300
SDSS_r 11.7500 0.0300
