#Parameter	median	upper	lower	3sig_low	3sig_up
teff	5764.3824	55.8625	68.5586	5695.8239	5820.2450
logg	4.4290	0.4063	0.4167	4.0123	4.8352
[Fe/H]	0.0607	0.3125	0.3125	-0.2519	0.3732
dist	259.2253	6.8118	7.8336	251.3917	266.0371
rad	1.0033	0.0382	0.0388	0.9645	1.0415
Av	0.1114	0.0303	0.0350	0.0764	0.1416
grav_mass	0.6798	1.2756	0.4132	0.2666	1.9554
lum	0.9953	0.0904	0.0861	0.9092	1.0857
AD	0.0360	0.0018	0.0016	0.0343	0.0378
age	1.1852	6.4284	1.1527	0.0325	13.243942621080857
iso_mas	1.0331	0.0981	0.0955	0.7918	1.1763831671028777
eep	336.6601	62.0420	37.3747	198.3737	421.1268567646468
H_noise	0.0864	0.0906	0.0491	0.0373	0.1770
J_noise	0.0794	0.0854	0.0470	0.0323	0.1647
Ks_noise	0.0918	0.1239	0.0601	0.0316	0.2157
V_noise	0.0698	0.0476	0.0265	0.0433	0.1174
B_noise	0.0938	0.0499	0.0388	0.0550	0.1437
BT_noise	1.1912	0.9638	0.7360	0.4551	2.1550
VT_noise	0.6099	0.5901	0.2902	0.3197	1.2000
G_noise	0.0014	0.0012	0.0008	0.0006	0.0026
RP_noise	0.0050	0.0037	0.0024	0.0026	0.0087
BP_noise	0.0083	0.0062	0.0034	0.0049	0.0145
SDSS_g_noise	0.0855	0.0798	0.0418	0.0437	0.1653
SDSS_i_noise	0.0516	0.0177	0.0173	0.0342	0.0693
SDSS_r_noise	0.0958	0.0511	0.0361	0.0597	0.1468
