# Filter Magnitude Uncertainty
2MASS_H 10.5710 0.0300
2MASS_J 10.8580 0.0300
2MASS_Ks 10.4850 0.0300
GROUND_JOHNSON_V 12.0570 0.0300
GROUND_JOHNSON_B 12.7460 0.0300
GaiaDR2v2_G 11.9371 0.0300
GaiaDR2v2_RP 11.4366 0.0300
GaiaDR2v2_BP 12.2974 0.0300
SDSS_g 12.3630 0.0310
SDSS_i 11.7380 0.0300
SDSS_r 11.8970 0.0300
