#Parameter	median	upper	lower	3sig_low	3sig_up
teff	5732.5509	100.9133	149.4293	5583.1216	5833.4642
logg	4.5359	0.5206	1.0492	3.4867	5.0565
[Fe/H]	0.1025	0.3691	0.8820	-0.7795	0.4716
dist	308.1589	14.3425	11.6741	296.4848	322.5014
rad	1.1317	0.0677	0.0593	1.0723	1.1993
Av	0.0543	0.0571	0.0742	-0.0199	0.1113
grav_mass	0.3233	2.2431	0.2320	0.0912	2.5663
lum	1.2352	0.1830	0.1730	1.0622	1.4182
AD	0.0340	0.0026	0.0022	0.0318	0.0366
age	6.9995	4.5422	6.9707	0.0289	11.5417
iso_mass	1.0053	0.1535	0.1228	0.8825	1.1588
eep	401.6489	25.4553	53.2971	348.3518	427.1042
H_noise	0.0416	0.2000	0.0512	-0.0096	0.2415
J_noise	0.0361	0.1469	0.0426	-0.0065	0.1830
Ks_noise	0.0751	0.1864	0.0790	-0.0039	0.2616
V_noise	0.0362	0.0370	0.0194	0.0168	0.0733
B_noise	0.0907	0.1030	0.0805	0.0102	0.1936
G_noise	0.0014	0.0021	0.0009	0.0005	0.0035
RP_noise	0.0059	0.0076	0.0056	0.0003	0.0134
BP_noise	0.0114	0.0074	0.0084	0.0030	0.0188
SDSS_g_noise	0.0785	0.1767	0.0832	-0.0046	0.2553
SDSS_i_noise	0.0589	0.1759	0.0510	0.0080	0.2349
SDSS_r_noise	0.0328	0.1510	0.0403	-0.0075	0.1838
