#Parameter	median	upper	lower	3sig_low	3sig_up
teff	5713.8277	56.0628	59.2362	5654.5915	5769.8905
logg	4.3166	0.3296	0.3780	3.9386	4.6462
[Fe/H]	-0.1151	0.2902	0.3034	-0.4185	0.1751
dist	308.5839	6.6069	6.2872	302.2967	315.1908
rad	1.1343	0.0321	0.0310	1.1033	1.1664
Av	0.0461	0.0306	0.0306	0.0155	0.0767
grav_mass	0.6831	1.0099	0.3687	0.3144	1.6929
lum	1.2335	0.0867	0.0837	1.1497	1.3202
AD	0.0342	0.0012	0.0012	0.0330	0.0354
age	6.9995	4.5422	6.9707	0.0289	13.430533430886781
iso_mas	1.0053	0.1535	0.1228	0.8211	1.2567426216221687
eep	401.6489	25.4553	53.2971	199.5974	436.6499451774378
H_noise	0.1030	0.0779	0.0557	0.0473	0.1809
J_noise	0.0723	0.0861	0.0400	0.0323	0.1584
Ks_noise	0.1188	0.0785	0.0572	0.0615	0.1973
V_noise	0.0421	0.0192	0.0128	0.0293	0.0613
B_noise	0.1040	0.0520	0.0444	0.0596	0.1560
G_noise	0.0019	0.0009	0.0007	0.0012	0.0027
RP_noise	0.0062	0.0042	0.0028	0.0034	0.0104
BP_noise	0.0110	0.0043	0.0035	0.0075	0.0153
SDSS_g_noise	0.1173	0.0932	0.0585	0.0589	0.2105
SDSS_i_noise	0.1113	0.0770	0.0548	0.0565	0.1883
SDSS_r_noise	0.0758	0.0710	0.0452	0.0306	0.1468
