# Filter Magnitude Uncertainty
2MASS_H 9.4500 0.0300
2MASS_J 9.8870 0.0300
2MASS_Ks 9.3490 0.0300
GROUND_JOHNSON_V 11.4420 0.0300
GROUND_JOHNSON_B 12.3240 0.0570
TYCHO_B_MvB 12.7620 0.2330
TYCHO_V_MvB 11.5940 0.1100
GaiaDR2v2_G 11.2208 0.0300
GaiaDR2v2_RP 10.6125 0.0300
GaiaDR2v2_BP 11.7011 0.0300
SDSS_g 11.8690 0.0440
SDSS_i 10.9310 0.0300
SDSS_r 11.1670 0.0320
