#Parameter	median	upper	lower	3sig_low	3sig_up
teff	5047.2919	49.2739	52.9927	4994.2992	5096.5658
logg	4.2206	0.3719	0.3417	3.8789	4.5925
[Fe/H]	0.1112	0.2256	0.3193	-0.2081	0.3368
dist	121.8045	1.3525	1.5734	120.2312	123.1570
rad	0.8134	0.0231	0.0183	0.7951	0.8365
Av	0.0117	0.0303	0.0267	-0.0151	0.0420
grav_mass	0.3126	0.4610	0.1627	0.1499	0.7736
lum	0.3866	0.0275	0.0230	0.3636	0.4141
AD	0.0622	0.0019	0.0016	0.0606	0.0641
age	0.8542	6.7984	0.8051	0.0491	13.377525836686656
iso_mas	0.8779	0.0470	0.0658	0.7392	0.9727527950372938
eep	338.3974	17.5953	60.9969	195.8758	370.65534321112403
H_noise	0.1064	0.0979	0.0587	0.0476	0.2042
J_noise	0.0874	0.0933	0.0555	0.0320	0.1808
Ks_noise	0.0810	0.0893	0.0459	0.0351	0.1703
V_noise	0.0525	0.0552	0.0280	0.0244	0.1077
B_noise	0.2406	0.2261	0.1324	0.1082	0.4667
BT_noise	0.7214	0.9859	0.4396	0.2817	1.7072
VT_noise	0.3037	0.3883	0.1913	0.1125	0.6920
G_noise	0.0041	0.0023	0.0019	0.0022	0.0064
RP_noise	0.0098	0.0064	0.0045	0.0053	0.0162
BP_noise	0.0132	0.0051	0.0052	0.0080	0.0183
SDSS_g_noise	0.1576	0.1582	0.0890	0.0686	0.3158
SDSS_i_noise	0.0857	0.0689	0.0441	0.0416	0.1546
SDSS_r_noise	0.1035	0.1264	0.0686	0.0349	0.2298
