#Parameter	median	upper	lower	3sig_low	3sig_up
teff	5055.5475	93.4889	112.5682	4942.9793	5149.0364
logg	4.2077	0.8192	0.7326	3.4751	5.0270
[Fe/H]	0.2649	0.3003	0.7070	-0.4421	0.5652
dist	121.5500	3.0993	2.8493	118.7007	124.6493
rad	0.8086	0.0464	0.0327	0.7759	0.8551
Av	0.0211	0.0495	0.0664	-0.0452	0.0706
grav_mass	0.2056	0.8332	0.1587	0.0470	1.0388
lum	0.3856	0.0543	0.0467	0.3388	0.4399
AD	0.0619	0.0038	0.0030	0.0589	0.0657
age	0.8542	6.7984	0.8051	0.0491	7.6526
iso_mass	0.8779	0.0470	0.0658	0.8121	0.9249
eep	338.3974	17.5953	60.9969	277.4005	355.9926
H_noise	0.0565	0.1968	0.0623	-0.0058	0.2533
J_noise	0.0355	0.1770	0.0497	-0.0142	0.2124
Ks_noise	0.0421	0.1606	0.0502	-0.0081	0.2026
V_noise	0.0271	0.1007	0.0308	-0.0038	0.1278
B_noise	0.1165	0.4368	0.1268	-0.0103	0.5532
BT_noise	0.3060	1.6993	0.4187	-0.1127	2.0052
VT_noise	0.1356	0.6533	0.1906	-0.0549	0.7890
G_noise	0.0025	0.0058	0.0023	0.0002	0.0083
RP_noise	0.0063	0.0152	0.0063	0.0001	0.0215
BP_noise	0.0136	0.0102	0.0114	0.0023	0.0238
SDSS_g_noise	0.0804	0.2964	0.0916	-0.0112	0.3768
SDSS_i_noise	0.0493	0.1355	0.0458	0.0035	0.1848
SDSS_r_noise	0.0428	0.2239	0.0589	-0.0161	0.2667
