#Parameter	median	upper	lower	3sig_low	3sig_up
teff	5183.5603	92.7868	89.4730	5094.0873	5276.3470
logg	4.2173	0.8788	0.7442	3.4731	5.0961
[Fe/H]	0.1876	0.3521	0.7346	-0.5470	0.5397
dist	102.4483	1.2148	1.3269	101.1214	103.6631
rad	0.8672	0.0276	0.0322	0.8350	0.8948
Av	0.0051	0.0672	0.0508	-0.0457	0.0724
grav_mass	0.2341	1.2908	0.1780	0.0561	1.5249
lum	0.4845	0.0511	0.0467	0.4378	0.5356
AD	0.0787	0.0028	0.0030	0.0756	0.0814
age	1.7196	7.2922	1.5506	0.1689	9.0118
iso_mass	0.9325	0.0377	0.0741	0.8584	0.9702
eep	342.4879	20.8967	46.7103	295.7776	363.3846
H_noise	0.1177	0.1751	0.0975	0.0202	0.2928
J_noise	0.0363	0.1757	0.0493	-0.0130	0.2120
Ks_noise	0.0334	0.1810	0.0429	-0.0095	0.2144
V_noise	0.1764	0.8821	0.2335	-0.0571	1.0586
B_noise	0.0753	0.2673	0.0764	-0.0011	0.3425
BT_noise	0.1259	0.6312	0.1641	-0.0382	0.7571
VT_noise	0.1148	0.4877	0.1291	-0.0143	0.6026
G_noise	0.0025	0.0033	0.0024	0.0001	0.0058
RP_noise	0.0065	0.0159	0.0067	-0.0002	0.0224
BP_noise	0.0167	0.0104	0.0113	0.0054	0.0271
SDSS_g_noise	0.1204	0.5840	0.1617	-0.0414	0.7044
SDSS_i_noise	0.0877	0.4351	0.1187	-0.0309	0.5228
SDSS_r_noise	0.0711	0.4082	0.1007	-0.0296	0.4793
W1_noise	0.0460	0.1697	0.0549	-0.0089	0.2157
W2_noise	0.0407	0.1669	0.0461	-0.0054	0.2075
