#Parameter	median	upper	lower	3sig_low	3sig_up
teff	5185.0063	44.6142	45.4254	5139.5810	5229.6205
logg	4.3182	0.3833	0.3932	3.9250	4.7014
[Fe/H]	0.0252	0.2702	0.2815	-0.2563	0.2954
dist	102.4346	0.6237	0.6943	101.7403	103.0583
rad	0.8655	0.0151	0.0165	0.8490	0.8806
Av	0.0134	0.0291	0.0310	-0.0176	0.0425
grav_mass	0.4136	0.6564	0.2462	0.1674	1.0700
lum	0.4864	0.0252	0.0238	0.4626	0.5116
AD	0.0786	0.0015	0.0015	0.0770	0.0801
age	1.7196	7.2922	1.5506	0.0432	12.532196965397356
iso_mas	0.9325	0.0377	0.0741	0.7973	1.0017584192369826
eep	342.4879	20.8967	46.7103	194.3672	377.5206009816875
H_noise	0.1500	0.0871	0.0672	0.0828	0.2371
J_noise	0.0771	0.1050	0.0486	0.0285	0.1821
Ks_noise	0.0885	0.0883	0.0569	0.0316	0.1768
V_noise	0.4028	0.4758	0.2504	0.1524	0.8786
B_noise	0.1511	0.1192	0.0854	0.0657	0.2702
BT_noise	0.2681	0.3794	0.1626	0.1055	0.6475
VT_noise	0.2422	0.2584	0.1364	0.1058	0.5006
G_noise	0.0029	0.0016	0.0014	0.0015	0.0045
RP_noise	0.0099	0.0076	0.0051	0.0048	0.0175
BP_noise	0.0158	0.0064	0.0053	0.0105	0.0222
SDSS_g_noise	0.2562	0.3593	0.1677	0.0885	0.6155
SDSS_i_noise	0.2014	0.2430	0.1299	0.0715	0.4444
SDSS_r_noise	0.1748	0.2212	0.1135	0.0613	0.3960
W1_noise	0.0842	0.1001	0.0493	0.0348	0.1843
W2_noise	0.0824	0.0886	0.0487	0.0338	0.1710
