# Filter Magnitude Uncertainty
2MASS_H 8.2540 0.0420
2MASS_J 8.5570 0.0300
2MASS_Ks 8.1580 0.0330
GROUND_JOHNSON_V 10.0080 0.1970
GROUND_JOHNSON_B 10.5620 0.0370
TYCHO_B_MvB 10.7850 0.0300
TYCHO_V_MvB 9.8970 0.0300
GaiaDR2v2_G 9.6496 0.0300
GaiaDR2v2_RP 9.1331 0.0300
GaiaDR2v2_BP 10.0349 0.0300
WISE_RSR_W1 8.0800 0.0300
WISE_RSR_W2 8.1380 0.0300
