#Parameter	median	upper	lower	3sig_low	3sig_up
teff	5578.1384	49.7435	61.9256	5516.2129	5627.8819
logg	4.5806	0.3250	0.7512	3.8294	4.9056
[Fe/H]	0.1656	0.2007	0.3284	-0.1628	0.3663
dist	94.0755	0.9165	0.8887	93.1868	94.9920
rad	1.0366	0.0177	0.0193	1.0174	1.0543
Av	0.0200	0.0379	0.0277	-0.0077	0.0579
grav_mass	0.4302	1.8033	0.2404	0.1898	2.2335
lum	0.9339	0.0500	0.0519	0.8820	0.9839
AD	0.1024	0.0021	0.0020	0.1003	0.1045
age	1.1045	7.7009	1.0808	0.0237	13.443951470728297
iso_mas	1.0826	0.0433	0.1504	0.8308	1.170291525963715
eep	346.7876	61.3628	54.4595	189.5455	418.12186858753597
H_noise	0.1477	0.1585	0.0793	0.0684	0.3062
J_noise	0.0717	0.0718	0.0429	0.0288	0.1435
Ks_noise	0.1066	0.1194	0.0682	0.0384	0.2260
V_noise	0.7843	0.7166	0.4591	0.3252	1.5009
B_noise	0.1193	0.1500	0.0728	0.0465	0.2693
BT_noise	0.1233	0.1139	0.0721	0.0511	0.2372
VT_noise	0.0643	0.0896	0.0431	0.0212	0.1539
G_noise	0.0020	0.0012	0.0010	0.0010	0.0031
RP_noise	0.0087	0.0042	0.0042	0.0046	0.0129
BP_noise	0.0115	0.0046	0.0050	0.0064	0.0161
W1_noise	0.0838	0.0918	0.0459	0.0379	0.1756
W2_noise	0.0811	0.0774	0.0482	0.0329	0.1585
