#Parameter	median	upper	lower	3sig_low	3sig_up
teff	5563.6782	112.4672	97.3274	5466.3508	5676.1454
logg	4.0496	1.3241	0.5346	3.5151	5.3738
[Fe/H]	0.2135	0.3452	0.5754	-0.3619	0.5587
dist	94.1738	1.5869	1.7334	92.4405	95.7607
rad	1.0327	0.0392	0.0314	1.0013	1.0720
Av	0.0293	0.0537	0.0633	-0.0340	0.0830
grav_mass	0.3936	2.5056	0.3297	0.0639	2.8992
lum	0.9274	0.1005	0.0882	0.8391	1.0278
AD	0.1022	0.0042	0.0036	0.0986	0.1064
age	1.1045	7.7009	1.0808	0.0237	8.8054
iso_mass	1.0826	0.0433	0.1504	0.9322	1.1259
eep	346.7876	61.3628	54.4595	292.3282	408.1504
H_noise	0.0891	0.2790	0.0993	-0.0102	0.3682
J_noise	0.0352	0.1377	0.0408	-0.0056	0.1729
Ks_noise	0.0422	0.2314	0.0578	-0.0157	0.2736
V_noise	0.3532	1.4862	0.4172	-0.0640	1.8394
B_noise	0.0550	0.2714	0.0724	-0.0174	0.3264
BT_noise	0.0768	0.2144	0.0822	-0.0054	0.2912
VT_noise	0.0254	0.1612	0.0367	-0.0114	0.1865
G_noise	0.0018	0.0021	0.0017	0.0001	0.0039
RP_noise	0.0077	0.0083	0.0066	0.0011	0.0160
BP_noise	0.0119	0.0074	0.0094	0.0024	0.0192
W1_noise	0.0562	0.1591	0.0637	-0.0074	0.2153
W2_noise	0.0409	0.1522	0.0476	-0.0067	0.1931
