#Parameter	median	upper	lower	3sig_low	3sig_up
teff	4020.8325	56.1717	82.7793	3938.0532	4077.0042
logg	5.0810	0.1976	0.3152	4.7658	5.2785
[Fe/H]	-0.0590	0.2581	0.5820	-0.6410	0.1991
dist	61.4445	0.5183	0.4848	60.9596	61.9627
rad	0.6151	0.0285	0.0182	0.5968	0.6435
Av	0.0053	0.0342	0.0369	-0.0316	0.0395
grav_mass	1.4780	0.9352	0.9239	0.5541	2.4132
lum	0.0892	0.0092	0.0089	0.0804	0.0984
AD	0.0933	0.0041	0.0031	0.0903	0.0975
age	2.5099	9.3133	2.1596	0.0353	13.442837130695514
iso_mas	0.6160	0.0220	0.0249	0.5563	0.6802604270876796
eep	323.9082	13.0973	44.0071	180.8852	337.5294585759766
H_noise	0.0975	0.1280	0.0585	0.0390	0.2255
J_noise	0.0888	0.1355	0.0594	0.0294	0.2244
Ks_noise	0.0561	0.0781	0.0384	0.0177	0.1341
V_noise	0.1222	0.1972	0.0910	0.0312	0.3193
B_noise	0.1937	0.2955	0.1354	0.0582	0.4892
G_noise	0.0044	0.0039	0.0029	0.0015	0.0083
RP_noise	0.0046	0.0043	0.0025	0.0020	0.0089
BP_noise	0.0118	0.0087	0.0067	0.0050	0.0204
SDSS_g_noise	0.1623	0.2104	0.0950	0.0673	0.3728
SDSS_i_noise	0.1863	0.3384	0.1390	0.0474	0.5247
SDSS_r_noise	0.2277	0.3843	0.1669	0.0608	0.6120
W1_noise	0.0861	0.1326	0.0585	0.0276	0.2187
W2_noise	0.1086	0.1044	0.0609	0.0477	0.2130
