#Parameter	median	upper	lower	3sig_low	3sig_up
teff	4094.5972	70.8045	263.7467	3830.8505	4165.4017
logg	5.1725	0.3344	0.6398	4.5327	5.5069
[Fe/H]	0.2064	0.3529	1.2081	-1.0017	0.5594
dist	61.4181	0.8647	0.7356	60.6825	62.2828
rad	0.5948	0.0814	0.0271	0.5676	0.6762
Av	0.0087	0.0504	0.0614	-0.0528	0.0590
grav_mass	1.0533	2.4579	0.9020	0.1513	3.5112
lum	0.0878	0.0231	0.0191	0.0687	0.1109
AD	0.0908	0.0116	0.0049	0.0859	0.1024
age	2.5099	9.3133	2.1596	0.3503	11.8231
iso_mass	0.6160	0.0220	0.0249	0.5911	0.6380
eep	323.9082	13.0973	44.0071	279.9011	337.0056
H_noise	0.0497	0.2201	0.0593	-0.0096	0.2698
J_noise	0.0449	0.2148	0.0571	-0.0122	0.2597
Ks_noise	0.0344	0.1215	0.0420	-0.0076	0.1558
V_noise	0.0574	0.3045	0.0789	-0.0216	0.3618
B_noise	0.1006	0.4530	0.1285	-0.0279	0.5536
G_noise	0.0038	0.0063	0.0038	-0.0000	0.0100
RP_noise	0.0034	0.0074	0.0032	0.0003	0.0108
BP_noise	0.0093	0.0158	0.0091	0.0003	0.0252
SDSS_g_noise	0.1067	0.3334	0.1030	0.0038	0.4401
SDSS_i_noise	0.0959	0.4988	0.1336	-0.0377	0.5947
SDSS_r_noise	0.1112	0.5862	0.1599	-0.0486	0.6974
W1_noise	0.0450	0.2113	0.0543	-0.0094	0.2562
W2_noise	0.1007	0.1597	0.1034	-0.0027	0.2604
