# Filter Magnitude Uncertainty
2MASS_H 9.1260 0.0300
2MASS_J 9.7410 0.0300
2MASS_Ks 8.9290 0.0300
GROUND_JOHNSON_V 12.2800 0.0510
GROUND_JOHNSON_B 13.5710 0.0550
GaiaDR2v2_G 11.6897 0.0300
GaiaDR2v2_RP 10.8215 0.0300
GaiaDR2v2_BP 12.5255 0.0300
SDSS_g 12.9550 0.0390
SDSS_i 11.1490 0.0680
SDSS_r 11.7210 0.0800
WISE_RSR_W1 8.8370 0.0300
WISE_RSR_W2 8.8570 0.0300
