#Parameter	median	upper	lower	3sig_low	3sig_up
teff	5396.9750	59.9929	62.3456	5334.6295	5456.9679
logg	4.3700	0.3387	0.3817	3.9883	4.7087
[Fe/H]	0.0484	0.2600	0.3393	-0.2909	0.3084
dist	95.3432	0.8649	0.9382	94.4050	96.2081
rad	0.8569	0.0214	0.0214	0.8355	0.8783
Av	0.0188	0.0319	0.0336	-0.0148	0.0508
grav_mass	0.4702	0.6416	0.2812	0.1890	1.1118
lum	0.5621	0.0370	0.0392	0.5230	0.5991
AD	0.0836	0.0023	0.0021	0.0814	0.0859
age	2.3617	6.1334	2.3219	0.0398	13.095223554430243
iso_mas	0.9154	0.0598	0.0647	0.7776	1.0250088355465918
eep	333.7329	38.0950	43.8092	197.8608	387.0659227768423
H_noise	0.1420	0.1726	0.0890	0.0530	0.3146
J_noise	0.0874	0.1011	0.0568	0.0306	0.1885
Ks_noise	0.0872	0.0825	0.0528	0.0344	0.1697
V_noise	0.0821	0.1030	0.0537	0.0284	0.1850
B_noise	0.1192	0.0992	0.0618	0.0574	0.2185
BT_noise	0.2129	0.2598	0.1299	0.0830	0.4727
VT_noise	0.1272	0.1675	0.0812	0.0461	0.2948
G_noise	0.0029	0.0021	0.0017	0.0012	0.0050
RP_noise	0.0099	0.0072	0.0052	0.0046	0.0170
BP_noise	0.0206	0.0086	0.0069	0.0137	0.0291
SDSS_g_noise	0.1653	0.2564	0.1060	0.0593	0.4218
SDSS_i_noise	0.1478	0.1919	0.1010	0.0468	0.3397
SDSS_r_noise	0.1485	0.1793	0.0927	0.0558	0.3278
