# Filter Magnitude Uncertainty
2MASS_H 8.6840 0.0440
2MASS_J 9.0740 0.0300
2MASS_Ks 8.6210 0.0300
GROUND_JOHNSON_V 10.4160 0.0300
GROUND_JOHNSON_B 11.2010 0.0300
TYCHO_B_MvB 11.4760 0.0650
TYCHO_V_MvB 10.4840 0.0430
GaiaDR2v2_G 10.2381 0.0300
GaiaDR2v2_RP 9.6900 0.0300
GaiaDR2v2_BP 10.6629 0.0300
SDSS_g 10.8040 0.0630
SDSS_i 10.0370 0.0470
SDSS_r 10.2050 0.0570
