#Parameter	median	upper	lower	3sig_low	3sig_up
teff	5293.9219	92.4288	96.5368	5197.3852	5386.3508
logg	4.3100	0.9042	0.7631	3.5469	5.2142
[Fe/H]	0.0084	0.4588	0.6338	-0.6254	0.4671
dist	82.5253	0.8687	1.2409	81.2843	83.3939
rad	0.8690	0.0277	0.0277	0.8413	0.8967
Av	0.0255	0.0615	0.0653	-0.0398	0.0870
grav_mass	0.2581	1.5426	0.2057	0.0524	1.8007
lum	0.5326	0.0532	0.0501	0.4825	0.5859
AD	0.0981	0.0034	0.0034	0.0947	0.1015
age	1.6918	6.8253	1.6506	0.0413	8.5171
iso_mass	0.9363	0.0443	0.0698	0.8666	0.9806
eep	339.8269	25.7696	53.4719	286.3550	365.5965
H_noise	0.0602	0.1973	0.0658	-0.0056	0.2575
J_noise	0.0296	0.1626	0.0399	-0.0103	0.1922
Ks_noise	0.0445	0.2056	0.0613	-0.0169	0.2501
V_noise	0.0998	0.5607	0.1364	-0.0366	0.6605
B_noise	0.0505	0.1232	0.0509	-0.0004	0.1737
BT_noise	0.0691	0.3372	0.0940	-0.0249	0.4063
VT_noise	0.0556	0.2641	0.0730	-0.0174	0.3198
G_noise	0.0022	0.0050	0.0021	0.0001	0.0071
RP_noise	0.0042	0.0088	0.0044	-0.0001	0.0130
BP_noise	0.0193	0.0142	0.0108	0.0085	0.0335
W1_noise	0.0358	0.1723	0.0455	-0.0097	0.2081
W2_noise	0.0321	0.1424	0.0403	-0.0082	0.1745
