#Parameter	median	upper	lower	3sig_low	3sig_up
teff	5290.0980	52.8298	48.9165	5241.1816	5342.9278
logg	4.4769	0.3522	0.5472	3.9297	4.8290
[Fe/H]	-0.0722	0.2498	0.2458	-0.3180	0.1777
dist	82.3901	0.5399	0.5859	81.8042	82.9300
rad	0.8677	0.0169	0.0141	0.8536	0.8846
Av	0.0253	0.0324	0.0352	-0.0100	0.0577
grav_mass	0.4088	0.9961	0.2423	0.1665	1.4049
lum	0.5321	0.0295	0.0262	0.5059	0.5616
AD	0.0981	0.0019	0.0018	0.0963	0.1000
age	1.6918	6.8253	1.6506	0.0413	13.379539000320985
iso_mas	0.9363	0.0443	0.0698	0.7945	1.018139222338794
eep	339.8269	25.7696	53.4719	196.8057	388.7890921760802
H_noise	0.1043	0.1141	0.0579	0.0464	0.2184
J_noise	0.0780	0.0813	0.0542	0.0237	0.1593
Ks_noise	0.0921	0.1269	0.0603	0.0317	0.2190
V_noise	0.2751	0.2654	0.1878	0.0873	0.5405
B_noise	0.0748	0.0618	0.0391	0.0357	0.1366
BT_noise	0.1486	0.2110	0.0954	0.0532	0.3596
VT_noise	0.1272	0.1422	0.0787	0.0485	0.2694
G_noise	0.0034	0.0022	0.0017	0.0016	0.0055
RP_noise	0.0058	0.0044	0.0031	0.0027	0.0102
BP_noise	0.0205	0.0075	0.0066	0.0139	0.0280
W1_noise	0.0793	0.0947	0.0488	0.0305	0.1740
W2_noise	0.0720	0.0735	0.0441	0.0279	0.1455
