# Filter Magnitude Uncertainty
2MASS_H 8.4090 0.0310
2MASS_J 8.7770 0.0300
2MASS_Ks 8.2960 0.0310
GROUND_JOHNSON_V 10.2570 0.0660
GROUND_JOHNSON_B 11.0150 0.0300
TYCHO_B_MvB 11.2000 0.0510
TYCHO_V_MvB 10.3350 0.0350
GaiaDR2v2_G 10.0008 0.0300
GaiaDR2v2_RP 9.4341 0.0300
GaiaDR2v2_BP 10.4451 0.0300
WISE_RSR_W1 8.2570 0.0300
WISE_RSR_W2 8.3220 0.0300
