#Parameter	median	upper	lower	3sig_low	3sig_up
teff	5855.7213	48.9125	54.2484	5801.4729	5904.6338
logg	4.3294	0.3915	0.3815	3.9479	4.7210
[Fe/H]	-0.1576	0.2521	0.2643	-0.4219	0.0945
dist	148.9887	2.0901	1.9574	147.0313	151.0787
rad	1.0270	0.0216	0.0208	1.0062	1.0486
Av	0.0242	0.0308	0.0314	-0.0072	0.0550
grav_mass	0.6185	0.9884	0.3634	0.2552	1.6070
lum	1.1108	0.0667	0.0542	1.0566	1.1775
AD	0.0640	0.0017	0.0015	0.0625	0.0657
age	0.9678	3.6649	0.9386	0.0292	13.348060068308422
iso_mas	1.0584	0.0701	0.0826	0.8055	1.1785918640251176
eep	339.1304	46.1804	47.6701	199.0996	421.80824370516615
H_noise	0.0854	0.0844	0.0484	0.0371	0.1698
J_noise	0.0795	0.0941	0.0507	0.0288	0.1736
Ks_noise	0.0944	0.1028	0.0595	0.0350	0.1973
V_noise	0.2708	0.3590	0.1853	0.0856	0.6298
B_noise	0.0601	0.0436	0.0304	0.0298	0.1037
BT_noise	0.1871	0.2239	0.1248	0.0623	0.4111
VT_noise	0.1961	0.1649	0.1162	0.0799	0.3610
G_noise	0.0039	0.0020	0.0018	0.0021	0.0059
RP_noise	0.0061	0.0043	0.0033	0.0029	0.0104
BP_noise	0.0128	0.0039	0.0043	0.0085	0.0167
SDSS_g_noise	0.0491	0.0307	0.0221	0.0270	0.0798
SDSS_i_noise	0.1096	0.1163	0.0709	0.0387	0.2259
SDSS_r_noise	0.0895	0.1180	0.0573	0.0322	0.2075
W1_noise	0.0973	0.0872	0.0543	0.0430	0.1845
W2_noise	0.0759	0.0808	0.0467	0.0292	0.1567
