# Filter Magnitude Uncertainty
2MASS_H 9.1650 0.0300
2MASS_J 9.4850 0.0300
2MASS_Ks 9.1200 0.0300
GROUND_JOHNSON_V 10.5990 0.0870
GROUND_JOHNSON_B 11.2020 0.0300
TYCHO_B_MvB 11.3560 0.0570
TYCHO_V_MvB 10.5850 0.0430
GaiaDR2v2_G 10.4403 0.0300
GaiaDR2v2_RP 9.9672 0.0300
GaiaDR2v2_BP 10.7816 0.0300
SDSS_g 10.8510 0.0300
SDSS_i 10.2860 0.0320
SDSS_r 10.4310 0.0300
WISE_RSR_W1 9.0360 0.0300
WISE_RSR_W2 9.0910 0.0300
