#Parameter	median	upper	lower	3sig_low	3sig_up
teff	4436.2198	60.7687	125.6807	4310.5391	4496.9885
logg	5.2495	0.2774	0.8242	4.4252	5.5268
[Fe/H]	0.3814	0.2160	1.0736	-0.6923	0.5974
dist	42.3092	0.5861	0.4646	41.8446	42.8954
rad	0.6780	0.0487	0.0208	0.6572	0.7267
Av	0.0000	(FIXED)
grav_mass	1.0240	3.3680	0.9866	0.0374	4.3920
lum	0.1618	0.0216	0.0216	0.1402	0.1833
AD	0.1501	0.0096	0.0062	0.1439	0.1597
age	0.9939	7.9550	0.9438	0.0501	8.9489
iso_mass	0.7146	0.0337	0.0303	0.6842	0.7483
eep	327.2395	17.9300	55.8993	271.3402	345.1695
H_noise	0.0620	0.2855	0.0799	-0.0180	0.3474
J_noise	0.0384	0.2110	0.0553	-0.0169	0.2494
Ks_noise	0.0346	0.1622	0.0451	-0.0105	0.1968
V_noise	0.0674	0.3871	0.0954	-0.0280	0.4544
B_noise	0.0733	0.2407	0.0781	-0.0048	0.3140
BT_noise	0.5086	1.2552	0.5061	0.0025	1.7639
VT_noise	0.0604	0.2707	0.0849	-0.0246	0.3311
G_noise	0.0035	0.0053	0.0032	0.0003	0.0088
RP_noise	0.0042	0.0099	0.0042	-0.0001	0.0140
BP_noise	0.0106	0.0110	0.0089	0.0017	0.0216
W1_noise	0.0452	0.2241	0.0629	-0.0177	0.2693
W2_noise	0.0958	0.1697	0.0987	-0.0029	0.2655
