#Parameter	median	upper	lower	3sig_low	3sig_up
teff	4419.2915	37.1006	63.7163	4355.5752	4456.3922
logg	5.0349	0.2573	0.4104	4.6245	5.2922
[Fe/H]	0.1723	0.2685	0.6117	-0.4394	0.4408
dist	42.3512	0.3525	0.3214	42.0297	42.7037
rad	0.6889	0.0217	0.0190	0.6699	0.7106
Av	0.0000	(FIXED)
grav_mass	1.6938	1.3193	1.3015	0.3923	3.0131
lum	0.1610	0.0130	0.0112	0.1498	0.1739
AD	0.1514	0.0047	0.0045	0.1469	0.1561
age	0.9939	7.9550	0.9438	0.0501	13.443240591693867
iso_mas	0.7146	0.0337	0.0303	0.6501	0.7914021457972595
eep	327.2395	17.9300	55.8993	191.1826	348.3335710935523
H_noise	0.1213	0.1802	0.0863	0.0350	0.3015
J_noise	0.0783	0.1411	0.0580	0.0203	0.2195
Ks_noise	0.0582	0.1169	0.0385	0.0198	0.1752
V_noise	0.1403	0.2667	0.1067	0.0336	0.4070
B_noise	0.1224	0.1435	0.0795	0.0430	0.2659
BT_noise	0.7027	0.8743	0.4235	0.2793	1.5770
VT_noise	0.1054	0.1984	0.0786	0.0268	0.3038
G_noise	0.0041	0.0032	0.0024	0.0017	0.0073
RP_noise	0.0059	0.0059	0.0037	0.0023	0.0119
BP_noise	0.0117	0.0065	0.0061	0.0056	0.0183
W1_noise	0.0733	0.1781	0.0513	0.0220	0.2514
W2_noise	0.1107	0.1114	0.0743	0.0364	0.2221
