# Filter Magnitude Uncertainty
2MASS_H 7.7730 0.0340
2MASS_J 8.3710 0.0320
2MASS_Ks 7.6400 0.0300
GROUND_JOHNSON_U 12.9300 0.0300
GROUND_JOHNSON_V 10.4750 0.0480
GROUND_JOHNSON_B 11.6710 0.0300
TYCHO_B_MvB 12.3080 0.1680
TYCHO_V_MvB 10.6140 0.0480
GaiaDR2v2_G 10.0772 0.0300
GaiaDR2v2_RP 9.3122 0.0300
GaiaDR2v2_BP 10.7581 0.0300
SDSS_g 11.0940 0.0300
SDSS_r 10.0640 0.0430
WISE_RSR_W1 7.5700 0.0320
WISE_RSR_W2 7.6530 0.0300
